Package,New Name of Package,Package Priority,Developer in Master List,PR Number,Link of PR Raised,PR Status,PR Creation Date,Upgrade Required,Final Upgrade Decision (Y/N),Build Status,Version in Build Status,Release in Build Status,Download Success,Number SRPMs downloaded,Dowloaded SRPM 1,Dowloaded SRPM 2,Dowloaded SRPM 3,Version Downloaded SRPM,Release Downloaded SRPM,Package location info,Package Version in 3.0-dev,Bulk Build Success,Bulk Build Number of SRPMs,Developer from under review sheet,Under Review PR Link,Reviewer,Review Status,PR Origin,TopicBranch
sratom,NA,NA,Jyoti,12622,https://github.com/microsoft/azurelinux/pull/12622,OPEN,2025-02-26T04:55:37Z,Y,Y,Failed,0.6.10,3.azl3,1,1,sratom-0.6.16-2.fc41.src.rpm,Default Initialized,Default Initialized,0.6.16,2.fc41,EXISTS_IN_EXT,0.6.10,N,0,nan,NOT_FOUND,NA,NA,https://github.com/jykanase/azurelinux.git,topic_sratom
star,NA,CP_batch1,Archana,NA,NA,NA,NA,N,N,Built,1.6,4.azl3,1,1,star-1.6-15.fc41.src.rpm,Default Initialized,Default Initialized,1.6,15.fc41,EXISTS_IN_EXT,1.6,N,0,nan,NOT_FOUND,NA,NA,NA,NA
startup-notification,NA,CP_batch1,Archana,NA,NA,NA,NA,N,N,Built,0.12,20.azl3,1,1,startup-notification-0.12-30.fc41.src.rpm,Default Initialized,Default Initialized,0.12,30.fc41,EXISTS_IN_EXT,0.12,N,0,nan,NOT_FOUND,NA,NA,NA,NA
stunnel,NA,NA,NA,NA,NA,NA,NA,Y,Y,Built,5.70,1.azl3,1,1,stunnel-5.73-1.fc41.src.rpm,Default Initialized,Default Initialized,5.73,1.fc41,EXISTS_IN_EXT,5.70,N,0,nan,NOT_FOUND,NA,NA,NA,NA
subscription-manager,NA,CP_batch1,Jagadeesh,NA,NA,NA,NA,Y,Y,Built,1.29.30,2.azl3,1,1,subscription-manager-1.30.2-1.fc41.src.rpm,Default Initialized,Default Initialized,1.30.2,1.fc41,EXISTS_IN_EXT,1.29.30,N,0,nan,NOT_FOUND,NA,NA,NA,NA
suitesparse,NA,NA,NA,NA,NA,NA,NA,Y,Y,Failed,5.4.0,5.azl3,1,1,suitesparse-7.7.0-2.fc41.src.rpm,Default Initialized,Default Initialized,7.7.0,2.fc41,EXISTS_IN_EXT,5.4.0,N,0,nan,NOT_FOUND,NA,NA,NA,NA
switcheroo-control,NA,NA,NA,NA,NA,NA,NA,Y,Y,Built,2.4,3.azl3,1,1,switcheroo-control-2.6-6.fc41.src.rpm,Default Initialized,Default Initialized,2.6,6.fc41,EXISTS_IN_EXT,2.4,N,0,nan,NOT_FOUND,NA,NA,NA,NA
sysfsutils,NA,NA,NA,NA,NA,NA,NA,Revisit No Bld Ver,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,sysfsutils-2.1.1-8.fc41.src.rpm,Default Initialized,Default Initialized,2.1.1,8.fc41,MOVED_TO_CORE,Not Found,N,0,nan,NOT_FOUND,NA,NA,NA,NA
systemd-bootchart,NA,CP_batch1,Jyoti,12314,https://github.com/microsoft/azurelinux/pull/12314,MERGED,2025-02-12T07:13:08Z,Y,Y,Built,233,8.azl3,1,1,systemd-bootchart-235-1.fc41.src.rpm,Default Initialized,Default Initialized,235,1.fc41,EXISTS_IN_EXT,233,N,0,nan,NOT_FOUND,NA,NA,https://github.com/jykanase/azurelinux.git,topic_systemd-bootchart
t1lib,NA,NA,NA,NA,NA,NA,NA,N,N,Built,5.1.2,29.azl3,1,1,t1lib-5.1.2-38.fc41.src.rpm,Default Initialized,Default Initialized,5.1.2,38.fc41,EXISTS_IN_EXT,5.1.2,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
t1utils,NA,NA,NA,NA,NA,NA,NA,N,N,Built,1.42,2.azl3,1,1,t1utils-1.42-9.fc41.src.rpm,Default Initialized,Default Initialized,1.42,9.fc41,EXISTS_IN_EXT,1.42,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
taglib,NA,P0,Archana,11848,https://github.com/microsoft/azurelinux/pull/11848,DRAFT,2025-01-10T12:01:50Z,N,N,Built,1.13.1,1.azl3,1,1,taglib-1.12-11.fc41.src.rpm,Default Initialized,Default Initialized,1.12,11.fc41,EXISTS_IN_EXT,1.13.1,Y,1,Archana,NA,NA,NA,https://github.com/archana25-ms/azurelinux-archana.git,topic_taglib
tang,NA,NA,NA,NA,NA,NA,NA,Y,Y,Failed,14,1.azl3,1,1,tang-15-6.fc41.src.rpm,Default Initialized,Default Initialized,15,6.fc41,EXISTS_IN_EXT,14,N,0,nan,NOT_FOUND,NA,NA,NA,NA
targetcli,NA,P0,Archana,11882,https://github.com/microsoft/azurelinux/pull/11882,OPEN,2025-01-13T09:11:21Z,Y,Y,Built,2.1.53,2.azl3,1,1,targetcli-2.1.58-3.fc41.src.rpm,Default Initialized,Default Initialized,2.1.58,3.fc41,EXISTS_IN_EXT,2.1.53,Y,1,Archana,NA,NA,NA,https://github.com/archana25-ms/azurelinux-archana.git,topic_targetcli
tbb,NA,CP_batch1,Mayank,12568,https://github.com/microsoft/azurelinux/pull/12568,OPEN,2025-02-24T04:48:10Z,Y,Y,Failed,2020.2,2.azl3,1,1,tbb-2021.13.0-2.fc41.src.rpm,Default Initialized,Default Initialized,2021.13.0,2.fc41,EXISTS_IN_EXT,2020.2,N,0,nan,NOT_FOUND,NA,NA,https://github.com/microsoft/azurelinux.git,mayansingh/tbb_upgrade
tcl-pgtcl,NA,NA,NA,NA,NA,NA,NA,N,N,Built,2.1.1,12.azl3,1,1,tcl-pgtcl-2.1.1-21.fc41.src.rpm,Default Initialized,Default Initialized,2.1.1,21.fc41,EXISTS_IN_EXT,2.1.1,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
tclx,NA,NA,NA,NA,NA,NA,NA,N,N,Built,8.4.0,37.azl3,1,1,tclx-8.4.0-45.fc41.src.rpm,Default Initialized,Default Initialized,8.4.0,45.fc41,EXISTS_IN_EXT,8.4.0,N,0,nan,NOT_FOUND,NA,NA,NA,NA
teckit,NA,P0,Archana,11880,https://github.com/microsoft/azurelinux/pull/11880,MERGED,2025-01-13T06:41:15Z,Y,Y,Built,2.5.9,4.azl3,1,1,teckit-2.5.12-3.fc41.src.rpm,Default Initialized,Default Initialized,2.5.12,3.fc41,EXISTS_IN_EXT,2.5.9,Y,1,Archana,NA,NA,NA,https://github.com/archana25-ms/azurelinux-archana.git,topic_teckit
telnet,NA,NA,NA,NA,NA,NA,NA,N,N,Built,0.17,81.azl3,1,1,telnet-0.17-93.fc41.src.rpm,Default Initialized,Default Initialized,0.17,93.fc41,EXISTS_IN_EXT,0.17,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
tix,NA,NA,NA,NA,NA,NA,NA,N,N,Built,8.4.3,35.azl3,1,1,tix-8.4.3-41.fc41.src.rpm,Default Initialized,Default Initialized,8.4.3,41.fc41,EXISTS_IN_EXT,8.4.3,N,0,nan,NOT_FOUND,NA,NA,NA,NA
tk,NA,New P0,Archana,NA,NA,NA,NA,Y,Y,Built,8.6.10,6.azl3,1,1,tk-8.6.14-2.fc41.src.rpm,Default Initialized,Default Initialized,8.6.14,2.fc41,EXISTS_IN_EXT,8.6.10,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
tlog,NA,New P0,Archana,11922,https://github.com/microsoft/azurelinux/pull/11922,MERGED,2025-01-15T09:01:27Z,Y,Y,Built,9,2.azl3,1,1,tlog-14-2.fc41.src.rpm,Default Initialized,Default Initialized,14,2.fc41,EXISTS_IN_EXT,9,Y,1,nan,NOT_FOUND,NA,NA,https://github.com/archana25-ms/azurelinux-archana.git,topic_tlog
tmpwatch,NA,NA,NA,NA,NA,NA,NA,N,N,Built,2.11,17.azl3,1,1,tmpwatch-2.11-27.fc41.src.rpm,Default Initialized,Default Initialized,2.11,27.fc41,EXISTS_IN_EXT,2.11,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
tn5250,NA,P0,Archana,11893,https://github.com/microsoft/azurelinux/pull/11893,MERGED,2025-01-13T17:49:31Z,Y,Y,Built,0.17.4,26.azl3,1,1,tn5250-0.17.6-3.fc41.src.rpm,Default Initialized,Default Initialized,0.17.6,3.fc41,EXISTS_IN_EXT,0.17.4,Y,1,Archana,NA,NA,NA,https://github.com/archana25-ms/azurelinux-archana.git,topic_tn5250
tofrodos,NA,NA,NA,NA,NA,NA,NA,N,N,Built,1.7.13,16.azl3,1,1,tofrodos-1.7.13-24.fc41.src.rpm,Default Initialized,Default Initialized,1.7.13,24.fc41,EXISTS_IN_EXT,1.7.13,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
tpm-quote-tools,NA,NA,NA,NA,NA,NA,NA,Revisit No Bld Ver,Revisit No Bld Ver,Not Found,Not Found,Not Found,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,REMOVED_FROM_BOTH,Not Found,N,0,nan,NOT_FOUND,NA,NA,NA,NA
tpm-tools,NA,NA,NA,NA,NA,NA,NA,Revisit No Bld Ver,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,tpm-tools-1.3.9-18.fc41.src.rpm,Default Initialized,Default Initialized,1.3.9,18.fc41,REMOVED_FROM_BOTH,Not Found,N,0,nan,NOT_FOUND,NA,NA,NA,NA
trilead-ssh2,NA,NA,NA,NA,NA,NA,NA,Y,Y,Failed,217.8,2.azl3,1,1,trilead-ssh2-217.21-14.fc41.src.rpm,Default Initialized,Default Initialized,217.21,14.fc41,EXISTS_IN_EXT,217.8,N,0,nan,NOT_FOUND,NA,NA,NA,NA
tss2,NA,P0,Archana,11883,https://github.com/microsoft/azurelinux/pull/11883,MERGED,2025-01-13T10:01:09Z,Revisit Ver Compare,Revisit Ver Compare,Built,1331,5.azl3,1,1,tss2-2.3.2-1.fc41.src.rpm,Default Initialized,Default Initialized,2.3.2,1.fc41,EXISTS_IN_EXT,1331,Y,1,Archana,NA,NA,NA,https://github.com/archana25-ms/azurelinux-archana.git,topic_tss2
ttmkfdir,NA,NA,NA,NA,NA,NA,NA,N,N,Built,3.0.9,61.azl3,1,1,ttmkfdir-3.0.9-71.fc41.src.rpm,Default Initialized,Default Initialized,3.0.9,71.fc41,EXISTS_IN_EXT,3.0.9,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
twolame,NA,P0,Archana,11885,https://github.com/microsoft/azurelinux/pull/11885,MERGED,2025-01-13T10:35:25Z,Y,Y,Built,0.3.13,16.azl3,1,1,twolame-0.4.0-5.fc41.src.rpm,Default Initialized,Default Initialized,0.4.0,5.fc41,EXISTS_IN_EXT,0.3.13,Y,1,Archana,NA,NA,NA,https://github.com/archana25-ms/azurelinux-archana.git,topic_twolame
uchardet,NA,P0,Archana,11887,https://github.com/microsoft/azurelinux/pull/11887,MERGED,2025-01-13T11:06:26Z,Y,Y,Built,0.0.6,17.azl3,1,1,uchardet-0.0.8-6.fc41.src.rpm,Default Initialized,Default Initialized,0.0.8,6.fc41,EXISTS_IN_EXT,0.0.6,Y,1,Archana,NA,NA,NA,https://github.com/archana25-ms/azurelinux-archana.git,topic_uchardet
ucpp,NA,NA,NA,NA,NA,NA,NA,N,N,Built,1.3.5,5.azl3,1,1,ucpp-1.3.5-13.fc41.src.rpm,Default Initialized,Default Initialized,1.3.5,13.fc41,EXISTS_IN_EXT,1.3.5,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
ucs-miscfixed-fonts,NA,NA,NA,NA,NA,NA,NA,N,N,Failed,0.3,23.azl3,1,1,ucs-miscfixed-fonts-0.3-34.fc41.src.rpm,Default Initialized,Default Initialized,0.3,34.fc41,EXISTS_IN_EXT,0.3,N,0,nan,NOT_FOUND,NA,NA,NA,NA
udftools,NA,P0,Archana,11888,https://github.com/microsoft/azurelinux/pull/11888,MERGED,2025-01-13T11:23:00Z,Y,Y,Built,2.1,6.azl3,1,1,udftools-2.3-9.fc41.src.rpm,Default Initialized,Default Initialized,2.3,9.fc41,EXISTS_IN_EXT,2.1,Y,1,Archana,NA,NA,NA,https://github.com/archana25-ms/azurelinux-archana.git,topic_udftools
udica,NA,NA,NA,NA,NA,NA,NA,Y,Y,Built,0.2.1,3.azl3,1,1,udica-0.2.8-6.fc41.src.rpm,Default Initialized,Default Initialized,0.2.8,6.fc41,EXISTS_IN_EXT,0.2.1,N,0,nan,NOT_FOUND,NA,NA,NA,NA
udisks2,NA,NA,NA,NA,NA,NA,NA,Y,Y,Failed,2.9.4,6.azl3,1,1,udisks2-2.10.1-6.fc41.src.rpm,Default Initialized,Default Initialized,2.10.1,6.fc41,EXISTS_IN_EXT,2.9.4,N,0,nan,NOT_FOUND,NA,NA,NA,NA
uglify-js,NA,NA,NA,NA,NA,NA,NA,Y,Y,Built,2.8.22,10.azl3,1,1,uglify-js-3.19.3-1.fc41.src.rpm,Default Initialized,Default Initialized,3.19.3,1.fc41,EXISTS_IN_EXT,2.8.22,N,0,nan,NOT_FOUND,NA,NA,NA,NA
umoci,NA,NA,NA,NA,NA,NA,NA,Revisit No Dnld Ver,Revisit No Dnld Ver,Built,0.4.7,13.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,0.4.7,N,0,nan,NOT_FOUND,NA,NA,NA,NA
unicode-emoji,NA,P0,Jagadeesh,11951,https://github.com/microsoft/azurelinux/pull/11951,OPEN,2025-01-16T09:58:51Z,Y,Y,Built,13.0,2.azl3,1,1,unicode-emoji-16.0-1.fc41.src.rpm,Default Initialized,Default Initialized,16.0,1.fc41,EXISTS_IN_EXT,13.0,Y,1,Jagadeesh,NA,NA,NA,https://github.com/durgajagadeesh/azurelinux_djpalli.git,Topic_unicode-emoji
unicode-ucd,NA,P0,Jagadeesh,11949,https://github.com/microsoft/azurelinux/pull/11949,OPEN,2025-01-16T09:42:04Z,Y,Y,Built,13.0.0,2.azl3,1,1,unicode-ucd-16.0.0-1.fc41.src.rpm,Default Initialized,Default Initialized,16.0.0,1.fc41,EXISTS_IN_EXT,13.0.0,Y,1,Jagadeesh,NA,NA,NA,https://github.com/durgajagadeesh/azurelinux_djpalli.git,Topic_unicode-ucd
unique3,NA,NA,NA,NA,NA,NA,NA,N,N,Built,3.0.2,22.azl3,1,1,unique3-3.0.2-30.fc41.src.rpm,Default Initialized,Default Initialized,3.0.2,30.fc41,EXISTS_IN_EXT,3.0.2,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
units,NA,P0,Jagadeesh,11953,https://github.com/microsoft/azurelinux/pull/11953,OPEN,2025-01-16T10:45:52Z,Y,Y,Built,2.19,4.azl3,1,1,units-2.24-1.fc41.src.rpm,Default Initialized,Default Initialized,2.24,1.fc41,EXISTS_IN_EXT,2.19,Y,1,Jagadeesh,NA,NA,NA,https://github.com/durgajagadeesh/azurelinux_djpalli.git,Topic_units
upower,NA,NA,NA,NA,NA,NA,NA,Y,Y,Built,0.99.11,5.azl3,1,1,upower-1.90.6-3.fc41.src.rpm,Default Initialized,Default Initialized,1.90.6,3.fc41,EXISTS_IN_EXT,0.99.11,N,0,nan,NOT_FOUND,NA,NA,NA,NA
uriparser,NA,CP_batch1,Sumit,12479,https://github.com/microsoft/azurelinux/pull/12479,MERGED,2025-02-18T10:17:36Z,Y,Y,Built,0.9.7,2.azl3,1,1,uriparser-0.9.8-2.fc41.src.rpm,Default Initialized,Default Initialized,0.9.8,2.fc41,EXISTS_IN_EXT,0.9.7,N,0,nan,NOT_FOUND,NA,NA,https://github.com/SumitJenaHCL/azurelinux.git,topic_uriparser
urlview,NA,NA,NA,NA,NA,NA,NA,N,N,Built,0.9,29.azl3,1,1,urlview-0.9-38.20131022git08767a.fc41.src.rpm,Default Initialized,Default Initialized,0.9,38.20131022git08767a.fc41,EXISTS_IN_EXT,0.9,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
usb_modeswitch,NA,P0,Jagadeesh,NA,NA,NA,NA,Y,Y,Built,2.6.0,2.azl3,1,1,usb_modeswitch-2.6.1-11.fc41.src.rpm,Default Initialized,Default Initialized,2.6.1,11.fc41,EXISTS_IN_EXT,2.6.0,Y,1,Jagadeesh,NA,NA,NA,NA,NA
usb_modeswitch-data,NA,NA,NA,NA,NA,NA,NA,N,N,Built,20191128,3.azl3,1,1,usb_modeswitch-data-20191128-12.fc41.src.rpm,Default Initialized,Default Initialized,20191128,12.fc41,EXISTS_IN_EXT,20191128,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
usbguard,NA,NA,NA,NA,NA,NA,NA,Y,Y,Failed,1.1.0,1.azl3,1,1,usbguard-1.1.3-2.fc41.src.rpm,Default Initialized,Default Initialized,1.1.3,2.fc41,EXISTS_IN_EXT,1.1.0,N,0,nan,NOT_FOUND,NA,NA,NA,NA
usbmuxd,NA,NA,NA,NA,NA,NA,NA,Revisit Ver Compare,Revisit Ver Compare,Built,1.1.0,20.azl3,1,1,usbmuxd-1.1.1^20230720git61b99ab-3.fc41.src.rpm,Default Initialized,Default Initialized,1.1.1^20230720git61b99ab,3.fc41,EXISTS_IN_EXT,1.1.0,N,0,nan,NOT_FOUND,NA,NA,NA,NA
usermode,NA,NA,NA,NA,NA,NA,NA,Revisit No Bld Ver,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,usermode-1.114-10.fc41.src.rpm,Default Initialized,Default Initialized,1.114,10.fc41,MOVED_TO_CORE,Not Found,N,0,nan,NOT_FOUND,NA,NA,NA,NA
ustr,NA,NA,NA,NA,NA,NA,NA,N,N,Built,1.0.4,31.azl3,1,1,ustr-1.0.4-39.fc41.src.rpm,Default Initialized,Default Initialized,1.0.4,39.fc41,EXISTS_IN_EXT,1.0.4,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
uthash,NA,P0,Jagadeesh,12010,https://github.com/microsoft/azurelinux/pull/12010,MERGED,2025-01-21T11:35:16Z,Y,Y,Built,2.0.2,9.azl3,1,1,uthash-2.3.0-8.fc41.src.rpm,Default Initialized,Default Initialized,2.3.0,8.fc41,EXISTS_IN_EXT,2.0.2,Y,1,Jagadeesh,NA,NA,NA,https://github.com/durgajagadeesh/azurelinux_djpalli.git,Topic_uthash
uw-imap,NA,CP_batch1,Akarsh,NA,NA,NA,NA,Revisit No Dnld Ver,Revisit No Dnld Ver,Failed,2007f,26.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,2007f,N,0,nan,NOT_FOUND,NA,NA,NA,NA
v4l-utils,NA,NA,Jyoti,12746,https://github.com/microsoft/azurelinux/pull/12746,OPEN,2025-03-04T05:55:15Z,Y,Y,Failed,1.22.1,1.azl3,1,1,v4l-utils-1.28.1-1.fc41.src.rpm,Default Initialized,Default Initialized,1.28.1,1.fc41,EXISTS_IN_EXT,1.22.1,N,0,nan,NOT_FOUND,NA,NA,https://github.com/jykanase/azurelinux.git,topic_v4l-utils
vhostmd,NA,NA,NA,NA,NA,NA,NA,N,N,Built,1.1,3.azl3,1,1,vhostmd-1.1-16.fc41.src.rpm,Default Initialized,Default Initialized,1.1,16.fc41,EXISTS_IN_EXT,1.1,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
vino,NA,NA,NA,NA,NA,NA,NA,Revisit No Dnld Ver,Revisit No Dnld Ver,Built,3.22.0,20.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,3.22.0,N,0,nan,NOT_FOUND,NA,NA,NA,NA
virt-p2v,NA,CP_batch1,Archana,12272,https://github.com/microsoft/azurelinux/pull/12272,OPEN,2025-02-10T12:18:21Z,Y,Y,Failed,1.42.0,6.azl3,1,1,virt-p2v-1.42.4-1.fc41.src.rpm,Default Initialized,Default Initialized,1.42.4,1.fc41,EXISTS_IN_EXT,1.42.0,N,0,nan,NOT_FOUND,NA,NA,https://github.com/archana25-ms/azurelinux-archana.git,topic_virt-p2v
virt-top,NA,P0,Jagadeesh,NA,NA,NA,NA,Y,Y,Failed,1.0.9,7.azl3,1,1,virt-top-1.1.1-21.fc41.src.rpm,Default Initialized,Default Initialized,1.1.1,21.fc41,EXISTS_IN_EXT,1.0.9,Y,1,Jagadeesh,NA,NA,NA,NA,NA
virt-who,NA,NA,NA,NA,NA,NA,NA,Y,Y,Built,0.24.2,4.azl3,1,1,virt-who-1.31.26-1.fc41.3.src.rpm,Default Initialized,Default Initialized,1.31.26,1.fc41.3,EXISTS_IN_EXT,0.24.2,N,0,nan,NOT_FOUND,NA,NA,NA,NA
vmem,NA,NA,NA,NA,NA,NA,NA,Revisit No Dnld Ver,Revisit No Dnld Ver,Built,1.8,2.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,1.8,N,0,nan,NOT_FOUND,NA,NA,NA,NA
volume_key,NA,P1,Jyoti,10952,https://github.com/microsoft/azurelinux/pull/10952,MERGED,2024-11-06T12:46:21Z,N,Y,Failed,0.3.12,8.azl3,1,1,volume_key-0.3.12-23.fc41.src.rpm,Default Initialized,Default Initialized,0.3.12,23.fc41,EXISTS_IN_EXT,0.3.12,N,0,Jyoti,https://github.com/microsoft/azurelinux/pull/10952,NA,NA,https://github.com/jykanase/azurelinux.git,topic_volume_key
vorbis-tools,NA,NA,NA,NA,NA,NA,NA,N,N,Built,1.4.2,6.azl3,1,1,vorbis-tools-1.4.2-12.fc41.src.rpm,Default Initialized,Default Initialized,1.4.2,12.fc41,EXISTS_IN_EXT,1.4.2,N,0,nan,NOT_FOUND,NA,NA,NA,NA
watchdog,NA,P0,Akarsh,NA,NA,NA,NA,Y,Y,Built,5.15,8.azl3,1,1,watchdog-5.16-9.fc41.src.rpm,Default Initialized,Default Initialized,5.16,9.fc41,EXISTS_IN_EXT,5.15,Y,1,Akarsh,NOT_FOUND,NA,NA,NA,NA
wavpack,NA,P0,Akarsh,11645,https://github.com/microsoft/azurelinux/pull/11645,MERGED,2024-12-22T20:06:31Z,Y,Y,Built,5.6.0,1.azl3,1,1,wavpack-5.7.0-3.fc41.src.rpm,Default Initialized,Default Initialized,5.7.0,3.fc41,EXISTS_IN_EXT,5.6.0,Y,1,Akarsh,https://github.com/microsoft/azurelinux/pull/11645,NA,NA,https://github.com/AkarshHCL/azurelinux.git,topic_wavpack
web-assets,NA,NA,NA,NA,NA,NA,NA,N,N,Built,5,12.azl3,1,1,web-assets-5-22.fc41.src.rpm,Default Initialized,Default Initialized,5,22.fc41,EXISTS_IN_EXT,5,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
webrtc-audio-processing,NA,P0,Akarsh,11644,https://github.com/microsoft/azurelinux/pull/11644,OPEN,2024-12-22T19:43:22Z,Y,Y,Built,0.3.1,5.azl3,1,1,webrtc-audio-processing-1.3-3.fc41.src.rpm,Default Initialized,Default Initialized,1.3,3.fc41,EXISTS_IN_EXT,0.3.1,Y,1,Akarsh,https://github.com/microsoft/azurelinux/pull/11644,NA,NA,https://github.com/AkarshHCL/azurelinux.git,topic_webrtc-audio-processing
whois,NA,P0,Akarsh,NA,NA,NA,NA,Y,Y,Built,5.5.15,1.azl3,1,1,whois-5.5.20-4.fc41.src.rpm,Default Initialized,Default Initialized,5.5.20,4.fc41,EXISTS_IN_EXT,5.5.15,Y,1,Akarsh,NOT_FOUND,NA,NA,NA,NA
wireshark,NA,NA,Sumit,NA,NA,NA,NA,Y,Y,Failed,4.0.8,1.azl3,1,1,wireshark-4.4.2-1.fc41.src.rpm,Default Initialized,Default Initialized,4.4.2,1.fc41,EXISTS_IN_EXT,4.0.8,N,0,nan,NOT_FOUND,NA,NA,NA,NA
woff2,NA,NA,NA,NA,NA,NA,NA,N,N,Built,1.0.2,9.azl3,1,1,woff2-1.0.2-20.fc41.src.rpm,Default Initialized,Default Initialized,1.0.2,20.fc41,EXISTS_IN_EXT,1.0.2,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
wordnet,NA,NA,NA,NA,NA,NA,NA,N,N,Built,3.0,43.azl3,1,1,wordnet-3.0-47.fc41.src.rpm,Default Initialized,Default Initialized,3.0,47.fc41,EXISTS_IN_EXT,3.0,N,0,nan,NOT_FOUND,NA,NA,NA,NA
wpebackend-fdo,NA,NA,NA,NA,NA,NA,NA,Revisit No Dnld Ver,Revisit No Dnld Ver,Built,1.12.0,1.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,1.12.0,N,0,nan,NOT_FOUND,NA,NA,NA,NA
wsmancli,NA,NA,NA,NA,NA,NA,NA,Y,Y,Built,2.6.0,13.azl3,1,1,wsmancli-2.6.2-4.fc41.src.rpm,Default Initialized,Default Initialized,2.6.2,4.fc41,EXISTS_IN_EXT,2.6.0,N,0,nan,NOT_FOUND,NA,NA,NA,NA
wvdial,NA,NA,NA,NA,NA,NA,NA,N,N,Built,1.61,25.azl3,1,1,wvdial-1.61-33.fc41.src.rpm,Default Initialized,Default Initialized,1.61,33.fc41,EXISTS_IN_EXT,1.61,Y,1,nan,NOT_FOUND,NA,NA,NA,NA
x3270,NA,NA,NA,NA,NA,NA,NA,Y,Y,Failed,3.6ga10,2.azl3,1,1,x3270-4.3ga8-2.fc41.src.rpm,Default Initialized,Default Initialized,4.3ga8,2.fc41,EXISTS_IN_EXT,3.6ga10,N,0,nan,NOT_FOUND,NA,NA,NA,NA
xalan-j2,NA,NA,NA,NA,NA,NA,NA,Y,Y,Failed,2.7.2,10.azl3,1,1,xalan-j2-2.7.3-5.fc41.src.rpm,Default Initialized,Default Initialized,2.7.3,5.fc41,EXISTS_IN_EXT,2.7.2,N,0,nan,NOT_FOUND,NA,NA,NA,NA
xapian-core,NA,P0,Aninda,11900,https://github.com/microsoft/azurelinux/pull/11900,MERGED,2025-01-14T12:18:17Z,Y,Y,Built,1.4.20,2.azl3,1,1,xapian-core-1.4.26-1.fc41.src.rpm,Default Initialized,Default Initialized,1.4.26,1.fc41,EXISTS_IN_EXT,1.4.20,Y,1,Aninda,NA,NA,NA,https://github.com/aninda-al/azurelinux-test.git,upgrade-xapian-core
xbean,NA,NA,NA,NA,NA,NA,NA,Y,Y,Failed,4.18,1.azl3,1,1,xbean-4.24-4.fc41.src.rpm,Default Initialized,Default Initialized,4.24,4.fc41,EXISTS_IN_EXT,4.18,N,0,nan,NOT_FOUND,NA,NA,NA,NA
xcb-util,NA,NA,NA,NA,NA,NA,NA,Revisit No Bld Ver,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,xcb-util-0.4.1-6.fc41.src.rpm,Default Initialized,Default Initialized,0.4.1,6.fc41,MOVED_TO_CORE,Not Found,N,0,nan,NOT_FOUND,NA,NA,NA,NA
xcb-util-image,NA,NA,NA,NA,NA,NA,NA,Revisit No Bld Ver,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,xcb-util-image-0.4.1-6.fc41.src.rpm,Default Initialized,Default Initialized,0.4.1,6.fc41,MOVED_TO_CORE,Not Found,N,0,nan,NOT_FOUND,NA,NA,NA,NA
xcb-util-keysyms,NA,NA,NA,NA,NA,NA,NA,Revisit No Bld Ver,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,xcb-util-keysyms-0.4.1-6.fc41.src.rpm,Default Initialized,Default Initialized,0.4.1,6.fc41,MOVED_TO_CORE,Not Found,N,0,nan,NOT_FOUND,NA,NA,NA,NA
xcb-util-renderutil,NA,NA,NA,NA,NA,NA,NA,Revisit No Bld Ver,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,xcb-util-renderutil-0.3.10-6.fc41.src.rpm,Default Initialized,Default Initialized,0.3.10,6.fc41,MOVED_TO_CORE,Not Found,N,0,nan,NOT_FOUND,NA,NA,NA,NA
